station_id,timestamp_hour,sessions_count,energy_kwh_total,avg_energy_kwh,avg_connection_duration_hours,occupied_minutes,charging_minutes,revenue_total,latitude,longitude,available_charger_minutes,utilization_rate,occupancy_density,queue_length_proxy,revenue_per_session,energy_cost_per_kwh,estimated_energy_cost,gross_margin,date,hour,day_of_week,day_name,month,is_weekend,is_peak_hour,time_block,station_hour_index,utilization_lag_1h,energy_lag_1h,utilization_lag_2h,energy_lag_2h,utilization_lag_24h,energy_lag_24h,utilization_lag_168h,energy_lag_168h,utilization_rolling_24h,sessions_rolling_24h,predicted_utilization,recommended_tariff_per_kwh,baseline_tariff_per_kwh,tariff_change_pct,tariff_reason,baseline_revenue,demand_adjustment_factor,adjusted_energy_kwh,dynamic_revenue,revenue_gain,adjusted_utilization_rate,peak_congestion_reduction_proxy,baseline_waiting_time,adjusted_waiting_time,waiting_time_reduction_proxy
ST-001,2024-04-05 05:00:00,2,43.91228456138976,21.95614228069488,2.5810824244454165,120.0,120.0,14.897529747734884,34.18309645880634,-118.09333421546617,240,0.5,0.5,0.0,7.448764873867442,0.14,6.1477198385945675,8.749809909140318,2024-04-05,5,4,Friday,4,0,0,overnight,ST-001_2024-04-05 05:00:00,0.25,7.293436709758109,0.25,9.111645526003002,0.25,10.749404149948914,0.25,15.75685031288784,0.3020833333333333,1.2083333333333333,0.494987739965152,0.5739,0.35,0.6397142857142857,optimized_balanced_pricing,15.369299596486416,0.9040428571428571,39.69858719854898,22.783019193247256,7.41371959676084,0.4520214285714286,0.047978571428571426,0.0,0.0,0.0
ST-001,2024-04-05 07:00:00,1,34.304756778622455,34.304756778622455,5.188981337880833,60.0,60.0,12.129264586793745,34.23739250932665,-118.134859067942,240,0.25,0.25,0.0,12.129264586793745,0.14,4.802665949007144,7.326598637786601,2024-04-05,7,4,Friday,4,0,1,morning,ST-001_2024-04-05 07:00:00,0.5,43.91228456138976,0.25,7.293436709758109,0.25,8.709139741929597,0.25,16.759386553625042,0.3125,1.25,0.2505222136369626,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,12.006664872517858,1.0642857142857143,36.5100625715339,7.302012514306781,-4.704652358211077,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-05 12:00:00,1,42.987258938562306,42.987258938562306,8.080979219355,60.0,60.0,15.015991745867863,34.20103550837688,-118.12242603294452,240,0.25,0.25,0.0,15.015991745867863,0.14,6.018216251398723,8.99777549446914,2024-04-05,12,4,Friday,4,0,0,midday,ST-001_2024-04-05 12:00:00,0.25,34.304756778622455,0.5,43.91228456138976,0.5,27.002781507945794,0.25,21.14204268567366,0.2990857404841956,1.2083333333333333,0.2505419928682147,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,15.045540628496806,1.0642857142857143,45.75072558461274,9.150145116922548,-5.895395511574257,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-05 14:00:00,1,10.199720691547576,10.199720691547576,1.9597126480408333,60.0,60.0,3.5000097773980325,34.106129757307464,-118.29552109791395,240,0.25,0.25,0.0,3.5000097773980325,0.14,1.4279608968166608,2.072048880581372,2024-04-05,14,4,Friday,4,0,0,midday,ST-001_2024-04-05 14:00:00,0.25,42.987258938562306,0.25,34.304756778622455,0.25,23.22348103055677,0.25,39.871978625981406,0.34017270355929113,1.375,0.2502559153653826,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,3.569902242041651,1.0642857142857143,10.855417021718491,2.1710834043436984,-1.3988188376979527,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-05 16:00:00,1,6.956845612048004,6.956845612048004,2.227528356337778,60.0,60.0,2.4965326364073093,34.01682340360197,-118.22478787749563,240,0.25,0.25,0.0,2.4965326364073093,0.14,0.9739583856867207,1.5225742507205886,2024-04-05,16,4,Friday,4,0,0,midday,ST-001_2024-04-05 16:00:00,0.25,10.199720691547576,0.25,42.987258938562306,0.25,43.506318051206996,0.25,14.744639961079127,0.3297560368926244,1.3333333333333333,0.2444801618939978,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,2.434895964216801,1.0642857142857143,7.404071401393947,1.4808142802787894,-0.9540816839380117,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-05 18:00:00,1,14.836678581914084,14.836678581914084,2.6806636901769445,60.0,60.0,5.212722491281012,34.15393576021311,-118.08009597619038,240,0.25,0.25,0.0,5.212722491281012,0.14,2.077135001467972,3.1355874898130396,2024-04-05,18,4,Friday,4,0,1,evening,ST-001_2024-04-05 18:00:00,0.25,6.956845612048004,0.25,10.199720691547576,0.5,26.7798700222149,0.25,28.201895217196082,0.3519954055064352,1.4583333333333333,0.25064193640375027,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,5.192837503669929,1.0642857142857143,15.79046506217999,3.158093012435998,-2.0347444912339308,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-05 22:00:00,1,20.082470059961224,20.082470059961224,3.75359942965,60.0,60.0,7.208942715805757,34.14977550467335,-118.05025669026742,240,0.25,0.25,0.0,7.208942715805757,0.14,2.8115458083945715,4.397396907411186,2024-04-05,22,4,Friday,4,0,0,late,ST-001_2024-04-05 22:00:00,0.25,14.836678581914084,0.25,6.956845612048004,0.25,32.15508387285404,0.25,7.044284972736731,0.2752304312747598,1.125,0.25004936064460187,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,7.028864520986428,1.0642857142857143,21.3734859923873,4.274697198477461,-2.754167322508967,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-05 23:00:00,1,14.348083460424133,14.348083460424133,1.902575594698889,60.0,60.0,5.035329121102324,34.16051110487827,-118.33731792940587,240,0.25,0.25,0.0,5.035329121102324,0.14,2.008731684459379,3.0265974366429447,2024-04-05,23,4,Friday,4,0,0,late,ST-001_2024-04-05 23:00:00,0.25,20.082470059961224,0.25,14.836678581914084,0.25,34.46389634952938,0.25,8.256340068432023,0.28444787883787326,1.1666666666666667,0.2501162240177797,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,5.021829211148447,1.0642857142857143,15.270460254308542,3.0540920508617084,-1.9677371602867382,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-06 06:00:00,1,18.46919840931486,18.46919840931486,2.5504925113738888,60.0,60.0,6.3264760997150535,34.15511709747604,-118.12396719953333,240,0.25,0.25,0.0,6.3264760997150535,0.14,2.5856877773040807,3.740788322410973,2024-04-06,6,5,Saturday,4,1,0,morning,ST-001_2024-04-06 06:00:00,0.25,14.348083460424133,0.25,20.082470059961224,0.25,7.618180125265325,0.75,77.12860239578718,0.27529955624936053,1.125,0.2500959863669768,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,6.464219443260201,1.0642857142857143,19.656504021342244,3.931300804268449,-2.532918638991752,0.26607142857142857,0.0,0.0,0.0,0.0
ST-001,2024-04-06 08:00:00,1,12.813015819672632,12.813015819672632,2.4997369453458336,60.0,60.0,4.335012683999986,34.125026996445584,-118.15434904854646,240,0.25,0.25,0.0,4.335012683999986,0.14,1.7938222147541687,2.5411904692458176,2024-04-06,8,5,Saturday,4,1,1,morning,ST-001_2024-04-06 08:00:00,0.25,18.46919840931486,0.25,14.348083460424133,0.25,37.435240587252785,0.25,19.108069232334046,0.2786691718424566,1.125,0.25060264443775826,0.2,0.35,-0.4285714285714285,optimized_offpeak_growth,4.484555536885421,1.0642857142857143,13.636709693794444,2.727341938758889,-1.757213598126532,0.26607142857142857,0.0,0.0,0.0,0.0
